text,value
pantai nya bagus ombak byk warung makan utk ikan bakar lumyan enak,POSITIF
byk wahana perpsptan d tutup cm sj d buka lg parkiranya,NEGATIF
situs budaya aku dunia sungguh menajubkan struktur bangun sungguh dua,NEGATIF
pantai depok pantai selatan pantai parangkusumo parangtritis milik pantai tarik labuh nelayan pantai depok saji masakan primadona unjung warung makan pilih pantai depok salah destinasi wisata kuliner lelah wisata dai pantai parangtritis makan enak harga murah pantai milik landas pacu paralayang spot foto terkadang kompetisi paralayang ada,POSITIF
pantai kelola bersih jalan aspal sanitair,NEGATIF
pilih ikan masa pisah,POSITIF
cocok orang senang wisata kuliner makan murah pandang laut,POSITIF
pas kalo main anak pas masuk air turun bahaya kalo main aer,NEGATIF
bagus sayang kemaren pas kesana hujan gak nikmat indah tebing breksi,POSITIF
jelek apaaan gak suka objek wisata love love kampung malu bikin rnek liat apa siapapu pasang tau gak selera rendah gak kesana rencana krsana mending gak gak rekomendasi,NEGATIF
rame beli tiket antri lola banget tugas ndak cocok bawa anak,NEGATIF
beli ikan segar nelayan pulang laut,POSITIF
pusat kuliner aneka masakan laut fasilitas lengkap masjid waterboom parkir luas sedia aneka kuliner es krim sosis bakso mie ayam soto gudeg pecel dll ahad jam pagi masyarakat lokal saksi sunrise nikmat pandang laut,POSITIF
skrg udah ga bagus tiket skrg terus odong perahu harga tiket rb orang,NEGATIF
pantai pasir hitam,POSITIF
jelek akses motor gilir motor maaf mall laen,NEGATIF
bagus tiatransport layan private stir mobil jogja whatsapp,POSITIF
mall enak jalan tempat bagus lengkap,POSITIF
panas bro,NEGATIF
lokasi kota ngayogyokarto hadiningrat parkir luas tiket masuk kalo ribu orang gratis kapal mobil keliling,POSITIF
gak tau candi prambanan candi batas diy jateng hebat indonesia milik wisata prambanan candi dewa siwa brahma wisnu dll,POSITIF
pantai yg bagus menu yg komplit sdikit mahal tp masakan enak,POSITIF
indah suasana malam hening uadara dingin menentramkan jiwa menggagumi kebesaranya,POSITIF
tempat tata obyek wisata kelas dunia fasilitas harga tiket masuk kelas tiket domestik nya harga puluh ribu rupiah orang dalam obyek obyek main bayar uang capek jalan kaki sewa mobil golf,POSITIF
pantai deret ujung daerah parang tritis jual ikan goreng peyek udang rumput laut produk olah ikan tawar ikan kunjung,NEGATIF
pantai kotor,NEGATIF
pantai depok tarik cocok libur keluarga,POSITIF
angin gede banget pantai makan enak,POSITIF
protokol sehat terap beli traveloka saran unjung zona sedangkn zona area candi utama aman bersih jaga tiket traveloka rb loket rb,POSITIF
lingkung pantai gak bersih sampah pantai awat makan lumyan enak jangkau,NEGATIF
pantai nya lumayan nyaman,POSITIF
kesini pas pagi segar udara blm panas pasar ikan cocok kuliner seafood,POSITIF
ganti pakuwon enak layan bagus kecewa berat,NEGATIF
buruk layan cs kelar obrol potong suruh pindah meja not recomended,NEGATIF
pandang baguuuus bingit kaya puncak sii tp bagus wkwk fasilitas udah lengkap kamar mandi bersih warung makan sedia pegawai tukang foto pegawai ramah disaranin kesini pagi aja jgn siang karna panas bikin pingsan,POSITIF
wajib kunjung makan seafood jogja,POSITIF
pantai na bagus tp syang ga berani renang lokasi pasir na curam takut bawa ombak,POSITIF
asik seruu kereta perahu gratis tinggal antri,POSITIF
asi,POSITIF
kuliner hasil laut reques,POSITIF
wisata candi ibadah umat hindu pakai sopan wisata jg ibadah,POSITIF
enak santai ngilangin penat,POSITIF
gak bosan ajaib karya manusia jaman pikir presisi batu batu susun julang penuh pahat indah klau sayembara seniman minimal candi udah top deh butuh butuh ribu tenaga kerja butuh teknologi tingkat super pakai ajiib aja klaten nikmat kota bunga pandang candi prambanannya,POSITIF
jelek pantai,NEGATIF
keren ajar sejarah krbudayaan indonesia jawa,POSITIF
kesini siang panas banget lupa sewa payung ya htm oktober,POSITIF
yogyakarta lupa kunjung hartono mall ya gaes tempat adem bersih nyaman cinta kuliner icip icip sedia wahana main mall pusat belanja pilih,POSITIF
pantai banding pantai gunung kidul terik banget ombak foto foto kuliner sea food warung pantai angin kencang pasti pegang camera yg stabil ya hasil foto maksimal,POSITIF
hewan awat makan atur nyawa moga rame yaaa gembira loka zoo sisih rezeki satwa satwa sana jujur aja cinta satwa nang kalo liat hewan lapar moga komentar management saran bersih beri makan hewan atur kurus moga rejekinya lancar lupa uang sisih beri makan hewan ditambahin gitu maksud,NEGATIF
rame unjung terap prokes,NEGATIF
istri masuk mall pergi cari parkir parkir mobil trnyata masuk mall satpam alas jam pagi aneh istri masuk mall masuk masuk dsri lokasi pintu harap depannta atur utk terima kasih,NEGATIF
byk kuliner seafood tinggal pilih aja smuanya enak byk utk selvi jg,POSITIF
pantai pantai parangtritis pantai selatan jawa orang lihat pantai kuliner warung makan jual ikan laut masak,POSITIF
pandai cari kerumun beberapa titik sampah,POSITIF
pantai kotor sampah tiket masuk mahal pantai bersih tiket masuk k orang plus parkir motor k mobil tau samping pantai landas pacu spot foto keren samping nya tumbuh pohon pohon cemara hijau nya latih nyetir mobil,NEGATIF
rekomended beli olah ikan seafood seafood mentah,POSITIF
bagus pantai dekat pasar ikan masak,POSITIF
jual warung masak langsung hargane mahal n gak pake tarip,NEGATIF
yah kmrn kesini foto depan aja seh tpi gk papa foto,POSITIF
buka masuk pintu timur sabtu minggu pintu barat tiket ribu sabtu minggu ribu kereta kapal,POSITIF
kangen makan seafood nya,POSITIF
kali kesini anak anak tiga zoo nya rekomend edukasi anak harga tiket jangkau moga kembang depan,POSITIF
arena main keluarga komplit mantap,POSITIF
masuk bayar orang,NEGATIF
wisata alam jogja bagus wisata nya jeep shiva pleateu jogj x arta,POSITIF
panas,NEGATIF
mohon kelola sedih liat hewan pasang kasihan h,NEGATIF
kesini bangun tebing breksi orang jual makan aja bener bener udah banget fasilitas inap cafe camp toilet sedia bener bener bersih toilet luas banget area kembang wisata tebing breksi,POSITIF
kesini pas libur makan mbak yanti jossss enak beli udang pasar ikan bawa kesini makan udang saus padang enak bangetttt,POSITIF
kali kesini tempat baguss tp susah jangkau kereta turun stasiun maguwo taxi online kesini gara promo hehehe,POSITIF
salah situs kaya budaya indonesia patut kunjung jogja awat bersih nyaman pandang cocok isi libur keluarga teman jadi alam libur kesan abadi momen kamera selamat libur jalan lumayan candi arah pintu lewat musem foto pusat khas prambanan baju tas cobek aneke rajin tangan lengkap harga murah kualitas sesuai,POSITIF
pantai bagus tp ombak jd gk main air bebas,POSITIF
indah nyaman betah,POSITIF
piknik rencana ombak gede bener yak,NEGATIF
pantai indah enak tuk main with gnetum,POSITIF
bagus banget sayang kemarin pandemi ga masuk lorong candi nya huhuu sedihh,POSITIF
pantai depok salah keluarga kunjung pantai depok pasar ikan segar lumayan bantu unjung cari makhluk laut hehehe tpi pasar pinter pinter nawar ya pantai depok jg banget makan layan masak aneka olah seafood parkir luas klu segi pantai tarik pantai amis banyak ikan kali coba kunjung kalu bantul jg lupa makan seafoodnya ya,POSITIF
wajib kunjung,POSITIF
ombak gede ngga renang deh,NEGATIF
lumayan indah,POSITIF
weekend list weekend list saran bude angkring stasiun lempunyangan weekend list dada keluarga sabtu kemarin seru tebing breksi jalan kota jogja kesana jam jalan pakai motor gel plus tambah medan jalan wow ortu kali jogja ya bagus aja si tebing breksi benah lahan parkir luas spot foodcout bersih oke toilet sarana ibadah mushola pada sedia sampah mana spot foto bayar ikhlas udah dapet foto kece ala atas awan plus background kota jogja bawah plus kalo untung ngeliat candi prambanan jauh subhanallah sekali,POSITIF
obyek utk foto bagus maksimal tata lokasi,NEGATIF
senang,NEGATIF
tarif utk wisatawan lokal mahal,NEGATIF
muas,NEGATIF
keren,POSITIF
pantai pasir hitam ongkos masuk rb org or jual ikan goreng udang goreng ikan bakar usang soas menu rumah makan nikmat debur ombak pantai depok yogyakarta monggo yg coba,POSITIF
lokasi mudah jangkau parkir luas fasilitas jg lengkap jarak lumayan rumah h m uniqlo urbanicon adidas informa ace hardware mar nusantara diamond pavilion byk lg,POSITIF
pasir hitam kl kena air jd kilat bagus bgt foto,POSITIF
jala keri tdk cocok anak debu hati nyawa sayang,NEGATIF
pusat belanja lengkap n luas,POSITIF
unik,POSITIF
jogja ga bagus gan,NEGATIF
buru sunset wajib coba tebing breksi balkondes nya lihat barat view sunset barat laut sang rapi ingkar janji gagah julang,POSITIF
bagus,POSITIF
karenatafihya,NEGATIF
ikan segar pantai relatif bersih,POSITIF
parang tritis duduk aza suruh bayar siap dar duduk,NEGATIF
jual makan letak tdk atur,NEGATIF
tempat bagus hewan nya sy suka kesana,POSITIF
bagus bangeeeetttt alhamdulillah puas bnget tempat cocok suka foto,POSITIF
cocok wisata kuliner pandang laut yg indah,POSITIF
nya bagus,POSITIF
keren byk fotographer bantu bikin foto keren bayar sukarela byk spot foto bagus tiket masuk cm ceban,POSITIF
sayang kondisi pantai jaga bersih minim fasilitas,NEGATIF
candi prambanan cocok jadi ajar sejarah sejarah sejarah hindu pulau jawa candi candi jadi objek foto bagus bosan kunjung tiket masuk lumayan jangkau mahal wajar awat candi,POSITIF
dagang asong parkir nyaman,NEGATIF
wisata kuliner hasil laut,POSITIF
suka kalo pantai pandai cari biar gak kerumun jaga prokes anak suka kalo main ombak nya woow banget aneka dagang makan minum dll,POSITIF
trip pas pandemic kemaren puji tuhan lancar prosedur protokol sehat terap sih walopun gak candi but at least visit latar candi ambil photo candi jarak deket,POSITIF
neng banget hewan hewan unik pokok senang gembira,NEGATIF
jos tunggu hewan blm ya,POSITIF
candi kenal org penasaran cerita rakyat bangun megah takjub mata kesima bangun megah malam tp kisah,POSITIF
nggak bosan main nikmat makan khas laut persis pinggir pantai,POSITIF
msuk kbun binatang gembira loka jngan lupa ngopi dlu biar tmbah afdol,NEGATIF
ngemall mumpung jogja wedding fair,POSITIF
kotor,NEGATIF
security nya ribed,NEGATIF
candi prambanan candi roro jonggrang kompleks candi hindu besar indonesia bangun abad masehi candi sembah trimurti dewa utama hindu brahma dewa cipta wisnu dewa pelihara siwa dewa musnah,POSITIF
cckx cm ckp pakai wisata alternatif,NEGATIF
udah pindah cok,NEGATIF
harga ikan nelayan lbh mahal kota,NEGATIF
kesini kaget kirain tutup pintu timur tutup alih pintu masuk pintu barat pandemi covid wahana operasi unjung batas sebanahk orang tugas sana capai segitu aman aja dadak kunjung senin tarif masuk flat ribu kereta kapal asyik seru sih batas gak bebas covid,POSITIF
foto satwa kasihan,NEGATIF
pandemi datang senin tdk bs masuk candi lingkung senin acara disinfektan,POSITIF
panas,NEGATIF
pantai jorok kemfroh semrawut kelola padu biar,NEGATIF
alhamdulillah kunjung salah tinggal sejarah candi prambanan,POSITIF
indah sore jelang malam mobil sehat utk tebing breksi,POSITIF
sarat sejarah budaya indonesia asri lelah pulang tebus pasar seni jalan pulang antusias senang rajin khas duduk lokal,POSITIF
mantap,POSITIF
sore lihat matahari tenggelam indah,NEGATIF
keren kesini diskon bayar k orang gayeng pol sayang wahana tutup,POSITIF
must visit jogja pandemi management jaga protokol sehat fasilitas candi lengkap bersih per toilet cafe pusat siang panas lupa sunscreen bawa payung spot foto bagus jelas sejarah detail guide bantu,POSITIF
pokok ny gt deah,POSITIF
bagus pantai pasir hitam sampah langsung beli ikan segar perahu bersih pasar tingkat unjung nyaman,POSITIF
warga indonesia malu banget turis mancanegara kunjung pantai sampah kotor,NEGATIF
skrng pantai mandi kotor,NEGATIF
bagus wahana bersih seru kolam ombak sedia loker sewa k tdk bole bawa makan n minum dr tp d dlm ad jual makan n minum harga minum k makan k wahana utk anak lengkap ember tumbah n main utk dewasa ad kolam dalam n cm harga tiket masuk promo k,POSITIF
seru tempat wisata libur cocok rekreasi sedia sewa main atv dll sedia restoran aneka seafood enak murah beli seafood udang goreng kilo murah tiket masuk murah cocok keluarga cari rekreasi pantai,POSITIF
mas mas depan pintu masuk pakai rompi merah sopan pakai peduli lindung hp mati tunjuk kartu vaksin ktp tp nya ketus mohon hartono baik service nya,NEGATIF
makan ikan segar,POSITIF
udara segar pagi terapi sehat sarap bubuk alhamdulillah,POSITIF
romantis pantai,POSITIF
situs candi prambanan sedih krn bangun candi rusak,NEGATIF
pintu jalan,NEGATIF
jogja kemaren mampir pantai depok parang tritis pasar ikan dimasakin jd makan seafood fresh,POSITIF
pas acara muffest muslim festival busana muslim fashion show hartono mall bagus bersih luas parkir luas bangets tutup jam malam,POSITIF
minim harga maxsim,NEGATIF
panas g jual minum ramah bawa bayi panas,NEGATIF
tempat kuliner seafood ikan segar nelayan,POSITIF
bagus banget trmpatnya udara sejuk liat pandang,POSITIF
kalo pantai sih cuman tpinya langsung masak pinggir pantai,POSITIF
kebun binatang luas saji keanekaragaman satwa tanam lengkap wahana naiknperahu keliling danau makan nya sdh terap protokol sehat ketat masa pandemi jd main asa nyaman aman tempat teduh jd betah lama sana cape keliling kereta stop halte sdh sedia recomended bgt anak ajar kenal satwa langsung,POSITIF
pasar ikan harga lampau mahal alhamdulillah ceria keluarga cemara,NEGATIF
prambanan ppkm laku masuk biaya ribu orang lumayan yaa sana panas sskali mangkanya pinjam payung harga ribu bawa kereta bayi sulit candi jalur khusus kereta bayi pintu masuk aja harga souvenir sana murah banding malioboro kipas bagus banget harga kalo dijakarta ribu,POSITIF
salahsatu wisata yogyakarta wajib kunjung,POSITIF
dinding batu ukir destinasi wisata tebing bireksi lanjut unjung situs tinggal purbakala candi barong candi ijo capai destinasi wisata jeep off road motor sedia parkir tebing bireksi kalo kendara off road jalan,NEGATIF
susah batu unjung bantu security enggan batu org butuh bantu,NEGATIF
pas makan siang doang beli pasar ikan area parkir trus dimasakin warung ongkos masak k kilo,POSITIF
tata letak lokasi parkir bingung,NEGATIF
pake baju merah kalo pantai culik nyi roro kidul,POSITIF
pantai tarik bersih jaga aman mending renang gelombang warna air laut biru tambah indah ambil foto pasar ikan laut jenis olah makan laut cocok wisata keluarga edukasi anak anak kenal alam pasir bewarna hitam pantai muara sungai opak hulu rapi,POSITIF
seru main wahana air jogja bay pilih kolam renang main,POSITIF
mall bener luass suka bgt ngeliat barang informa jenis trus suka mall utk spot anak lumayan lengkap dr play zone butik baju anak jajan cocok deh ngajakin main anak seruu,POSITIF
pantai persis belah pantai parangtritis motor roda sewa ribu jam ombak angin kenceng pool,POSITIF
ikut program zoopeda seru sepeda area kebun binatang gembira loka track mtb,POSITIF
wahana fungsi kurang karyawan akibat pandemi,NEGATIF
pantai bagus sayang sampah perhati dar saran makan sefod ibuk ibuk ngomong gin ayo mas makan ikan murah kilo rp pas bayar total makan makan nasi lalap minum alam sen ikan kg kerang kg total makan bayar capai rp knapa karna lalap nasi mahal,POSITIF
tiket masuk jangkau hewan variatif tarik fasilitas oke cocok wisata edukatif,POSITIF
jual aneka seafood fresh,POSITIF
tugas wahana ngk ramah,NEGATIF
ikan segar,POSITIF
wisata air bagus jogja,POSITIF
mall rumah bangun ramai tambah outletnya kes lambat outletnya foodcourtnya lumayan ok pilih makan event mallnya hartono mall lumayan nyaman hangout,POSITIF
macet tdk atur tugas sptnya tugas jln putar putar tugas tdk koordinasi atur borobudur,NEGATIF
ppkm april unjung sepi jelang sore,POSITIF
bagus sanset,POSITIF
layan rombong kecewa tunggu print tiket simpel,NEGATIF
harga tiket masuk mahal diskon wisatawan lokal aset budaya mosok kasih tarif mahal gratis wisatawan lokal orang indonesia unjung sndri pasu wisatawan asing,NEGATIF
kunjung,NEGATIF
tdk d kash bintang kamar mandi gelap tdk kunci air tdk alir warung tdk bersih,NEGATIF
taraf benah udara bersih segar,NEGATIF
elek pollll ra mutu kolam remang larang tenan,NEGATIF
hartono mall rangka kerja pamer toyota pandemi protokol sehat ketat kece suhu dll tugas standby awas unjung buka masker maka sehat ya,POSITIF
ya covid sepi tp ramai unjung wahana tutup to kemarin sempet foto memeberi makan gajah,POSITIF
parkir susah ruwet,NEGATIF
sip tenan kebersihane kate guak sampah ora enek adah oranye ne,POSITIF
bagus banget jgn lupa mampir beli undur laut,POSITIF
tebing breksi ga nyangka ya bekas tambang batu alam sulap kaak gin ya serasa gwk bal indah,POSITIF
luas asik hewan macan siap fisik tp krndaraan angkut,POSITIF
main bosan kali kali pandemi tutup buka sabtu minggu informasi terupdate cek ig glzoojogja masuk checkin out pedulilindungi jd anak usia th kunjung jam olahraga jalan jalan glzoo minimal jam deh aja puas hahaha hewan lengkap tunjuk arah jalan mudah ikut liat hewan puas taring kapal,POSITIF
mantap puanas nya,POSITIF
jaga diskriminasi lihat pakai jilbab ngak cek id orang malaysia brunei,NEGATIF
mall luas toko branded dalam uniqlo hnm skechers adidas matahari the executive dll wahana main anak t makan nama toilet bersih bikin nyaman covid buka jam pagi sampe jam ace h n informa swalayan lantai,POSITIF
mohon tindak lanjut perihal layan langgan mokka caffe rugi konsumen,NEGATIF
habis subuh main kesini kumpul keluarga kuliner pagi mantab suasana jg sejuk ombak milir sunrise langit gelap terang,POSITIF
wisata edukasi anak kutip alam olah raga jalan sehat,POSITIF
ndak nyaman,NEGATIF
drop off aja bayar parkir mohon parkir free menit,NEGATIF
tiket mahal,NEGATIF
ribet masuk nya atur,NEGATIF
pantai parangtritis kesini khusus kuliner menu laut pilih makan harga relatif jangkau,POSITIF
toilet jorok air gak kenceng,NEGATIF
patut jaga rawat uri budaya nya generasi terus salam rahayu,POSITIF
bawa tamu touris biaya masuk mahal,NEGATIF
very exciting and interesting mesti bawa rombong main tantang jadi htm on the spot rb dapet murah senin jam siang bawah sooooo ayooo nikmat banyak wahana bareng temen mu,POSITIF
senang,POSITIF
bagus luas santai promo,POSITIF
pantai pasir hitam ombak nesar angin kencang air coklat kilas bersih tingkat warung makan aneka olah seafood harga masuk akal sedia pasar ikan segar pantai masjid nyaman,POSITIF
tebing breksi tempat indah kota jogja puncak tebing spot foto instagramable tempat rapi bersih,POSITIF
ombak gede angin nya kwenceng pasir hitam sambelnya pwedes,POSITIF
jalan kalo pas jogja mall gede toko blum full amplas mall ambarrukmo plaza jogja city walk malioboro mall galleria dll jumat oktober pas pamer tanam hias fashion umkm lumayan rame mall nya starbucks nya,POSITIF
pas hujan bersih tertib pecel jual mbah oke cafe jual anak muda error,POSITIF
keren asek cocok utk jiwa adventure pingin lg deh kmrn puas dsana,POSITIF
ramai,POSITIF
asyik satpam ramah,NEGATIF
oke,POSITIF
bagus,NEGATIF
nemanin kakak beli berlian palace harga jangkau layan ramah kasih snack makasih yaa mas mas,POSITIF
wisata lokasi tebing fasilitas lengkap mushola bersih makan varian pilih harga tiket parkir mobil sore matahari benam malam pandang kota jogja bukit,POSITIF
bayar k otng masuk lihat jogja tinggi healing bgt kalo kesini sore jogja lupa mampir tebing breksi,POSITIF
view nya ok bgt,POSITIF
recomended liat sunset plus pilih makan saji fresh seafood juaraaaaa pas lg bosen kota ken makan seafood kesini,POSITIF
pantai nya bersih kuliner asyik menu emak emak,POSITIF
bagus,POSITIF
seru bgt harga tiket promo bener jangkau,POSITIF
klo k jogja anak ngajak kemari nyamain muka krn wahana main si cov serang,POSITIF
salah cita dr main candi prambanan hehehe alhamdulillah sampean usia th amazing place with amazing soul tempat bersihhhhhh toilet bersih kalo siang panas bgt jaga bawa payung topi dr rumah ya gaes sana sewa payung sih tiket masuk dewasa jalan keluar nnti muterin pasar beli situ khawatir barang tawarrr cocok jalan bareng temen keluarga,POSITIF
makan kmi sita makan kmi hilang tanggung jwab,NEGATIF
sayang bnyk batu candi bentuk batu nya sera blm tata padhl bs maju pariwisata nya,NEGATIF
salah wajib kunjung libur jogja tempat bagus penuh sejarah salah tinggal kuno indonesia turis kesana pas libur tiket libur mahal kantong anak khos libur tiket masuk k orang panas saran klok suka panas mending nyewa payung parkir,POSITIF
sayang g bagi pelampung bnyk unjung duduk pelampung,POSITIF
pantai sempit warung,NEGATIF
senang prambanan tour guidenya informatif jelas sejarah candi prambanan dasar fakta mitos sedia kendara keliling candi ga capek,POSITIF
udara malam dingin,NEGATIF
suasana nyaman parkir sedia butuh pakai sandal hias hibur anak makan dll cari ken nongkrong,POSITIF
kotor,NEGATIF
tempat luas banget susah cari satwa nya trus daerah macan urus ya macan,NEGATIF
muas sayang kecewa layan karyawannya destinasi wisata masyarakat layan tolong ajar hospitality ramah tamah biar lg gl zoo ketemu bbrp karyawan tugas hubung langsung wisatawan cermin ramah bagi ajar terap hospitality,NEGATIF
ora masuk anak usia bawah,NEGATIF
senang klo kunjung prambanan keluarga apalg klo sore bagus sunsetnya,POSITIF
sejarah pantai depok parangtritis pecah raja majapahit pecah akibat prajurit lari mana diri padepokan beri nama depok daerah depok asai tunggul wulung milik anak angkat nama aris baya anak peran kelola dusun depok tunggul wulung tinggal wilayah depok kawasan rebut grogol bagi ruah nyadran depok ruah nyadran grogol otonomi daerah lurah sono lurah grogol gabung lurah tirtoarjo lurah tirtoarjo ubah lurah parangtritis ramai pantai depok serama pantai parangtritis,POSITIF
sejarah menakjubkn,POSITIF
bagus selfi,POSITIF
parkir mobil gak atur tiket masuk udah mahal,NEGATIF
pantai cocok renang pantai cocok sunbathing pantai kenal makan seafoodnya masuk pintu pantai sambut tugas koperasi jual hidang seafood makan mana harga harga sdh atur koperasi overall masakan enak harga ga mahal,POSITIF
bagus,NEGATIF
tempat rapi bagus prokes bagus pas masuk scan in orangtua vaksin kereta an perahu batas mikha asa aman binatang sentuh mas takut media tular amit nularin binatang tutup kemarin pas sepi banget jam petting zoo udah ga orang sedih sih kasihan kelola pegawai oh iya tukang jual tutup pasti bawa bekal,POSITIF
bagus,POSITIF
salah wisata wajib didatengi worth banget bayar ribu orang keliling are candi prambanan luas kayak butuh hari full keliling,POSITIF
tempat enak patung roro jongrang libur foto keluarga saudara sahabat teman seru deh,POSITIF
bagus sayang sampah sera,POSITIF
sejuk,POSITIF
pesona laut indah nikmat kuliner bebakaran aneka ikan laut warung makan salsabila,NEGATIF
kecewa,NEGATIF
pantai legendaris jogjakarta wisata favorit pantai parangtritis garis pantai aneka fasilitas wisata unjung betah senang pantai parangtritis alhamdulillah kunjung pantai,POSITIF
ppkm kesini minggu bersih sih glzoo perhati bersih nyaman unjung,POSITIF
kebun binatang lumayan bersih tambah koleksi hewan tarif masuk d rendah weekend capai k,POSITIF
panas,NEGATIF
ubah kali kesana bersih seru,POSITIF
pantai selatan jawa dgn ombak yg tdk cocok utk renang aneka kuliner ikan laut yg limpah,POSITIF
recomended tempatny santa pagi segerrr pasar ikan masak dsini dtg pagi bingiittss gratis tpr,POSITIF
bersih nyaman,POSITIF
bagus wahana jenis seluncur nya kolam renang dewasa dalam m kalo rame rame ga ga main air cafe area jogja bay nuansa asyik nongkron jemur ga wahana buka masuk museum air bayar tiket buka jam sore,POSITIF
overrated tiket masuk dewasa rb parkir jam kena rb kelola kacau,NEGATIF
seru guys tp ttep hati utk buah hati ombak gede,POSITIF
makan ikan laut segar,POSITIF
bersih indah harap kta smua,POSITIF
sayang pas air keruh sampah nya,NEGATIF
cari toilet wauuw banget ga jgn coba coba kebelet klo d situ panas pool krna blm hijau view nya bagus pandang kota yogya fasilitas msh minim alam ku pas kali dtg d cari toilet,NEGATIF
tarik,POSITIF
pantai curam jual ikan musholla toilet warung makan ikan kapal nelayan labuh,POSITIF
pantai sampah dagang jual bibir pantai,NEGATIF
aesthetic saran ksana sore krn siang panass nyaa mantap,POSITIF
happy,POSITIF
bagus,POSITIF
kembang,NEGATIF
mushollanya kotor banget,NEGATIF
tiket bayar mahal makan minum mahal,NEGATIF
luas danbanyak wahana air restorantyang saji makan eak oleholehnya bagus,NEGATIF
surga nya seafood pintu masuk pantai banget dagang seafood resto masakan seafood resto view nya langsung pantai nya,POSITIF
candi prambanan candi hindu besar indonesia bentuk candi megah julang takjub hebat buat keliling sewa golf car saran kesini sore pandang senja bagus tiket masuk k dikomplek candi ukur hasil pugar,POSITIF
mall besar jogja yah parkir macet jam jebak basement helllloooo mall gede ga tukang parkir parkir mall mohon baik,NEGATIF
gila security hartono mall jaga pintu lobby utama tgl nov malem parah ga sopan bgt nya nyalahin customer cm salah pintu arahin aja udah tanda msh salah security ya lbh sopan sm cust,NEGATIF
seafoodnya enak,POSITIF
rasa senang taman air besar jogjakarta jogja bay waterpark senang senang teman keluarga taman main air tema eropa coba wahana seru ikut program edukasi sesuai usia dapat informasi tahan hidup tsunami gempa bumi kolam south beach wisata milik aneka wahana air pacu adrenalin volcano coaster brando boomeranggo ziiggy giant barrel santa main south beach kolam ombak donte wild river kolam arus wisata desain usia khawatir ajak si senang senang beli cindera mata jalan keluar,POSITIF
binatang nya sana dah kereta nya ga cape jalan kl ganti lokasi binatang kereta lokasi dibarea glzoo dah kapal makan pusat ya,POSITIF
baguss foto mas fotografer asik hasil foto bagus,POSITIF
view landscape laut sana bagus sana manja perut jajal sea food pantai depok food court sana mahal masakan higienis fresh,POSITIF
bagus nyaman,POSITIF
wisata nyaman beli ikan segar nelayan tinggal masak makan sana,POSITIF
sisi jauh pantai depok dimanfaatkanbwarga pancing ikan,POSITIF
main kesana mahal bgt,NEGATIF
bekas gali c bagus selfi,NEGATIF
lg corona ga masuk t nya plg mnatap candi dkomplek klw mw masuk kmari bagus utk hari biar puas,POSITIF
gak masuk,NEGATIF
aktivitas nelayan,POSITIF
ehmmm keren sih area bekas tambang batu luas sulap destinasi wisata alam kreatif perintah desa wisata kontribusi tambah income perintah desa pemuda anggota karang taruna warga desa lubang bekas gali batu alih fungsi kolam ikan panggung buka keliling tribun undak batu bukit batu atas mesti tapak anak tangga pahat bukit batu tsb berswafoto selfie aneka selfie spot sedia jg bantu pandu wisata ramah abadi moment sama pasang keluarga kamera hape hasil jepret bagus kog tarif patok harga masuk tips ucap terima kasih dlm kotak sedia sukarela isi perut lapar hilang dahaga beli aneka jajan makan kantin tata rapi harga wajar mahal harga iya kog selisih ramah kantong he he muslim pd jum at tenang gesa tinggal area wisata dalam sedia bangun masjid luas bersih rapi laksana shalat jum at jamaah,POSITIF
mall kunjung kuliah deket kampus tempat luas lengkap nyari perlu butuh kuliner aneka ragam parkir lumayan luas,POSITIF
rame unjung terap prokes,NEGATIF
bangun basement liat retak inject beton,NEGATIF
tempat keren,POSITIF
bagus cocok lh destinasi jogja,POSITIF
takjub tp turut tiket nya mahal rb org batas masuk candi nya alas covid kalo tutup unjung kecewa museum nya gratis bersih area bersih,POSITIF
kesini jalan jam tp ga kesan hati panassss tmptnya tmpt teduh jg musola pokok g bgt,NEGATIF
ombak ya gantung sih siang ombak senang keluarga wisata,POSITIF
bangun bersejarahbyanhbtakbakan lekang makan,NEGATIF
bom bagus hasil foto kesini,NEGATIF
seru diskon jaya pegawai ramah asik tiket udh include wahana prosotam ban dll kecuali gazebo bayar cocok wisata keluarga tidaj bawa makan bel parkir waterpark fasilitas kereta odong odong henti waterpark mahasiswa diskon lumayan loh tinggal nunjukin ktm instagram jogjabay langsung potong tiket masuk beli tiket atm jenis bank beda hawatir bawa cash,POSITIF
pantai depok bantul nyaman suara bising bau asap knalpot kendara atv lg dengar debur ombak krn kalah bising kendara ayo benah lahan hasil,NEGATIF
bagus bau ikan suka kolam renang nya adi air dingin air hangat,POSITIF
mall nya bagus modern mewah mall nya nyaman kunjung suka mall fasilitas lengkap main toilet lantai tongkrong masuk mall nya barcode makan korea mushola tutup ya lihat lantai pindah ya,POSITIF
pantai nya bagus bersih tata bikin kecewa makan seafood pesisir pantai harga mahal nasi nya rb ceting bikin geleng kalo harga wajar moga kelola daerah tindak lanjut wisatawan kunjung,NEGATIF
ndak bersih panas,NEGATIF
bosan tarik,NEGATIF
layak pantai pulau jawa pantai depok golong pantai selatan parang tritis jarak km,POSITIF
pantai ribu umat nih wkwkw bener bener bagus banget pantai rame lancar prokes orang orang jual ramah harga sahabat parkir tertib,POSITIF
