text,value
Makanan kmi disita.Saat keluar kami minta kembali makanan kmi hilang...tanpa ada tanggung jwab,NEGATIF
Sayang bnyk batu2 candi yang masih belum di bentuk / batu2 nya berserakan blm tertata.padhl bs buat memajukan pariwisata nya...?Ù÷?,NEGATIF
"Salah satu tempat yang wajib anda kunjungi saat anda liburan ke jogja
Selain tempatnya bagus tempat ini juga penuh sejarah
Dan termasuk salah satu tempat peninggalan kuno yang ada di indonesia
Banyak juga turis yang kesana apalagi pas hari libur
Tiket untuk hari libur cukup mahal untuk kantong anak"" Khos
Saat hari libur tiket masuk 50k per orang
Tempat cukup panas,
Saran dari saya klok memang tidak terlalu suka panas mending nyewa payung di parkiran biasanya ada",POSITIF
"sayangnya tadi  g kebagian pelampung,karena bnyk pengunjung yang menduduki pelampung",POSITIF
"Pantai terlalu sempit, banyak warung",NEGATIF
"Menyenangkan datang ke Prambanan! Tour guidenya sangat informatif memberikan penjelasan tentang sejarah candi Prambanan berdasarkan fakta, bukan mitos. Tersedia kendaraan untuk keliling candi jadi ga capek",POSITIF
Udara malam dingin,NEGATIF
"Suasana nyaman. Parkir tersedia. Kebutuhan pakaian, sandal, perhiasan,  hiburan anak, makanan, dll bisa dicari di sini.
Kalau hanya pengen nongkrong juga bisa kok.",POSITIF
Kotor,NEGATIF
Tempatnya luas banget....jadi susah mencari satwa nya...trus didaerah macan kok kelihatan macam kurang diurus ya para macannya....,NEGATIF
"Hampir semuanya memuaskan, sayangnya sangat kecewa dengan pelayanan karyawannya. Sebagai sebuah destinasi wisata untuk masyarakat yang juga memberi pelayanan. Tolong diajarkan tentang hospitality dan keramah tamahan biar lebih baik lg bagi gl zoo. Sempat ketemu bbrp karyawan yang bertugas berhubungan langsung dengan wisatawan namun tidak mencerminkan keramahan. Tidak perlu disebutkan dibagian mana cukup diajarkan dan menerapkan hospitality saja.",NEGATIF
Ora bisa masuk untuk anak usia dibawah 12 tahun,NEGATIF
"Selalu menyenangkan klo berkunjung ke prambanan sama keluarga.apalg klo sore hari,,bagus sunsetnya,,,",POSITIF
"Sejarah Pantai Depok Parangtritis bermula dari pecahnya Kerajaan Majapahit. Perpecahan ini mengakibatkan prajurit melarikan diri ke sebuah tempat, dimana mereka akan mendirikan sebuah padepokan di sana. Maka diberilah nama Depok di daerah tersebut.
Depok selanjutnya dikuasai oleh Tunggul Wulung, yang saat itu memiliki anak angkat bernama Aris Baya. Anak inilah yang berperan mengelola Dusun Depok. Saat Tunggul Wulung meninggal, sehingga wilayah Depok menjadi kawasan rebutan Grogol. Sampai akhirnya terbagi menjadi dua bagian yaitu 24 ruah â€“ nyadran Depok, dan 25 ruah â€“ nyadran grogol.
Dikarenakan adanya otonomi daerah, Pada tahun 1947 kelurahan Sono dan kelurahan Grogol bergabung menjadi kelurahan Tirtoarjo, kelurahan Tirtoarjo inilah yang kemudian berubah menjadi kelurahan Parangtritis. Jadilah ramai pantai Depok seramai pantai parangtritis.",POSITIF
Sejarah yang menakjubkn,POSITIF
Bagus buat selfi,POSITIF
parkir mobil gak diatur padahal tiket masuk udah mahal.,NEGATIF
"Bukan pantai yang cocok buat renang, bukan pantai yang cocok juga buat sunbathing. Pantai ini terkenal akan makanan seafoodnya. Saat masuk pintu pantai ini kita akan di sambut oleh petugas koperasi yang menjual hidangan seafood, jadi mau makan dimanapun harganya akan sama karena semua harga sdh diatur oleh koperasi. Overall masakannya enak dan harganya ga terlalu mahal juga ?ÙÔÎ?Ùª",POSITIF
Bagus,NEGATIF
"Tempatnya rapi, bagus. Prokes juga bagus. Pas masuk harus scan in, orangtua harus sudah vaksin. Di kereta2an dan perahu diberi batas Mikha jadi berasa lebih aman. Binatang2 belum boleh disentuh, kata masnya takut jadi media penularan, atau amit2 kita nularin binatangnya.

Setelah lama tutup kemarin pas kita datang sepi banget. Jam satu kita balik lagi ke petting zoo udah ga ada orang sama sekali. Sedih sih. Kasihan pengelola dan pegawai. Oh iya tukang jualan juga tutup semua. Jadi pastikan bawa bekal yang cukup",POSITIF
Bagus,POSITIF
Salah satu tempat wisata yang wajib didatengi. Worth banget bayar 50ribu/orang bisa keliling are Candi Prambanan yang sangat luas. Kayaknya butuh waktu seharian supaya bisa full keliling.,POSITIF
"Tempatnya enak, ada patung roro jongrang, bisa untuk berlibur dan foto dengan keluarga ,saudara ,sahabat dan teman... Seru deh.",POSITIF
Bagus tapi sayang sampah berserakan,POSITIF
Sejuk,POSITIF
"Pesona laut indah sambil menikmati kuliner bebakaran aneka ikan laut di Warung makan ""Salsabila 2""",NEGATIF
Mengecewakan,NEGATIF
Pantai Legendaris Jogjakarta tempat Wisata Favorit ..Pantai Parangtritis ..garis pantai yang panjang dan aneka fasilitas wisata membuat pengunjung betah dan senang di Pantai Parangtritis...alhamdulillah bisa berkunjung kembali di Pantai ini,POSITIF
"Selama PPKM baru kesini lagi seminggu yang lalu..
Tidak sebersih biasanya sih...
Mungkin pihak GLZoo bisa lebih memperhatikan kebersihan dan kenyamanan pengunjung..",POSITIF
"Kebun binatangnya lumayan bersih, hanya perlu menambah koleksi hewan dan tarif masuknya bisa d buat lebih rendah lagi(jika weekend mencapai 75k) ?Ù÷â",POSITIF
Terlalu panas,NEGATIF
Sudah banyak perubahan sejak terakhir kali kesana tahun 2017. Bersih dan seru!,POSITIF
Pantai selatan jawa dgn ombak yg besar tdk cocok utk berenang... aneka kuliner macam2 ikan laut yg melimpah...,POSITIF
"..recomended tempatny buat bersantai pagi hari sampai sini segerrr, ada pasar ikannya, bisa dimasak dsini....dtg pagi bingiittss gratis TPR ?Ù÷É?Ù÷É",POSITIF
Bersih dan nyaman,POSITIF
"Bagus, wahananya banyak, terutama jenis seluncuran nya. Untuk kolam renang hanya ada untuk dewasa dengan kedalaman 1,5m.   Kalo datang rame-rame & ga bisa atau ga mau ikut main air, cafe di area jogja bay punya nuansa yang asyik buat nongkron, ada tempat buat berjemur juga. Ga semua wahana dibuka setiap waktu, untuk masuk museum air harus bayar tiket lagi & baru dibuka jam 4 sore.",POSITIF
"Overrated sekarang.. tiket masuk dewasa 50rb, parkir 1jam kena 15rb.. Pengelolanya kacau",NEGATIF
"Seru guys,, tp ttep hati"" utk buah hati ombak gede",POSITIF
"Makanan Ikan ?ÙÊ?ÙÜ?ÙÙlautnya segar"" ...",POSITIF
bersih & indah harapan kta smua...,POSITIF
Sangat di sayangkan pas datang airnya keruh dan sampah nya terlalu banyak,NEGATIF
Cari Toilet wauuw banget ga ada. Jgn coba coba kebelet klo d situ. Panasnya pool krna blm ada penghijauan. View nya bagus pemandangan kota yogya dan sekitarnya. Fasilitas msh minim. Itu pengalaman ku pas pertama kali dtg yang d cari toilet,NEGATIF
Menarik,POSITIF
"Pantai yang curam. Banyak penjual ikan. Ada musholla, toilet dan banyak warung makan ikan. Tempat Kapal nelayan berlabuh.",POSITIF
"Pantai banyak sampah, banyak pedagang berjualan dekat bibir pantai.",NEGATIF
"Aesthetic, saran ksana sore krn siang panass nyaa mantap",POSITIF
Pasti happy,POSITIF
Sangat bagus,POSITIF
Masih pengembangan,NEGATIF
Mushollanya kotor banget,NEGATIF
?ÙÔ??ÙÑ£?ÙÑ£?ÙÑ£ tiket semua dibayar dengan mahaL.... Makanan dan minuman juga.mahaL. ?Ù÷??Ù÷??Ù÷?,NEGATIF
"cukup luas danbanyak wahana air,banyak restorantyang menyajikan makanan yang eak tempat oleholehnya juga bagus",NEGATIF
"Surga nya seafood ðŸ˜ðŸ˜ðŸ˜ dari mulai pintu masuk pantai ini banyak banget pedagang seafood.. Dan banyak resto masakan seafood juga , dan resto2 disini view nya langsung ke pantai nya",POSITIF
"Candi Prambanan merupakan candi Hindu terbesar di Indonesia, bentuk candi yang megah menjulang tinggi, terasa takjub melihat kehebatan pembuatnya, kalau mau keliling bisa menyewa golf car, saran saya kalau kesini sore hari pemandangan senja sangat bagus, untuk tiket masuknya sekitar 45K, dikomplek ini ada banyak candi berukuran besar dan kecil namun yang berhasil dipugar hanya beberapa saja.",POSITIF
"Mall terbesar di jogja tetapi kok bisa yah mau keluar parkiran bisa macet 1.5 jam terjebak di basement, helllloooo mall segede itu ga ada tukang parkirnya di dalam parkiran mall. Mohon perbaiki",NEGATIF
"Gila security hartono mall yang jaga di pintu lobby utama tgl 7 Nov 18, malem parah ga sopan bgt. Bisa2nya nyalahin customer cm karena salah keluar pintu. Bukannya di arahin aja malah ditunjuk2 sambil 'udah jelas2 ada tandanya msh salah' harusnya punya security bisa ya lbh sopan sm cust.",NEGATIF
Seafoodnya enak,POSITIF
"Rasakan saat-saat paling menyenangkan di taman air terbesar di Jogjakarta, Jogja Bay Waterpark Bersenang-senanglah bersama teman dan keluarga di taman permainan air bertema Eropa
Coba berbagai wahana seru dan ikuti program edukasi yang sesuai untuk segala usia
Dapatkan informasi tentang cara bertahan hidup saat tsunami dan gempa bumi di kolam South Beach
Tempat wisata ini memiliki aneka wahana air yang memacu adrenalin, seperti Volcano Coaster, Brando Boomeranggo, atau Ziiggy Giant Barrel. Namun jika Anda ingin bersantai, Anda bisa bermain di South Beach (Kolam Ombak) serta Donte Wild River (Kolam Arus). Tempat wisata ini didesain untuk segala usia, jadi tak perlu khawatir untuk mengajak si kecil bersenang-senang di sini.
Bisa beli cindera mata di jalan keluarnya.",POSITIF
"Binatang nya banyak, disana juga dah ada kereta nya juga jadi ga cape jalan kl mau ganti lokasi binatangnya.. Cukup naik kereta ke lokasi yang di inginkan dibarea GLzoo.. dan dah ada kapalnya juga , ada tempat makannya juga sama ada pusat oleh2 ya..",POSITIF
"Baguss buat foto,mas2 fotografernya asik2 hasil fotonya juga bagus2?ÙÔ?ÙÔ",POSITIF
"View Landscape laut disana memang kurang bagus. Tetapi disana dapat memanjakan perut untuk menjajal sea food di sekitar pantai depok. Food court disana juga tidak mahal, dan masakan yang diberikan juga higienis dan fresh.",POSITIF
Bagus nyaman,POSITIF
"Tempat wisata yang nyaman, bisa membeli ikan segar dari nelayan, lalu tinggal dimasak oleh tempat makan yang ada disana",POSITIF
Sisi terjauh dari pantai depok banyak dimanfaatkanbwarga untuk memancing ikan,POSITIF
Mau main kesana tapi mahal bgt....,NEGATIF
Bekas galian C bagus buat Selfi,NEGATIF
Lg corona ga bisa masuk ke dalam.. padahal t4nya plg mnatap.. banyak candi2 lain dkomplek ini.. klw mw masuk kmari bagus utk 1 harian biar puas,POSITIF
Gak boleh masuk,NEGATIF
Aktivitas nelayan ketika naik,POSITIF
"Ehmmm,, keren sih!
Area bekas tambang batu yang cukup luas, lalu disulap menjadi destinasi wisata alam kreatif oleh Pemerintah Desa setempat. Jadi, dengan berwisata ke sini, anda telah berkontribusi menambah income bagi Pemerintah Desa, para pemuda anggota karang taruna, berikut para warga desa tersebut.

Di sini, ada lubangå? besar bekas galian batu yang dialih fungsikan menjadi kolamå? ikan. Ada beberapa panggung terbuka dikelilingi tribun berundak dari batu.
Ada pula bukitå? batu yang untuk naik ke atasnya, kita mesti menapaki anakå? tangga yang dipahat di atas bukit batu tsb.

Nah, sampai di atas, kita bisa berswafoto (selfie) di aneka selfie spot yang tersedia. Atau, anda jg bisa meminta bantuan para pemandu wisata yang ramahå? itu, untuk mengabadikan moment kebersamaan bersama pasangan atau keluarga tersebut dengan kamera/hape anda sendiri. Hasil jepretannya baguså?, kog!
Soal tarifnya, tidak dipatok harga tertentu. Cukup masukkan tips ucapan terima kasih anda ke dlm kotakå? yang disediakan, secara sukarela.

Untuk mengisi perut yang lapar maupun menghilangkan dahaga, anda bisa membeli aneka jajanan dan makanan di kantinå? yang tertata rapi, dengan harga yang wajar. Bahwa lebih mahal dari harga di luar memang iya, tapi sedikit sekali kog, selisihnya. Ramah lah, di kantong, he he.

Terakhir, bagi anda yang muslim dan kebetulan datang pd hari Jum'at, tenang saja. Anda tidak perlu tergesa meninggalkan area wisata ini, sebab di dalamnya telah disediakan bangunan masjid yang cukup luas, bersih dan rapi, untuk melaksanakan shalat Jum'at berjamaah.",POSITIF
"mall paling sering dikunjungi selama kuliah ini. selain deket sama kampus, tempatnya juga luas dan lengkap buat nyari keperluan yang dibutuhkan. untuk kuliner disini juga banyak dan beraneka ragam. parkir juga lumayan luas.",POSITIF
Sudah mulai rame pengunjung tapi tidak menerapkan prokes.,NEGATIF
Bangunan di basement keliatan pada retak.... perlu di inject beton....,NEGATIF
Tempatnya keren,POSITIF
"bagus ini, cocok lh buat destinasi jogja.",POSITIF
"Saya sangat takjub,tp menurutku tiket nya mahal 50 rb per org,lalu ada batasan waktu dan tidak bisa masuk ke dalam candi nya,dengan alasan covid.kalo seperti itu sebaiknya di tutup saja daripada pengunjung kecewa.lalu untuk museum nya gratis dan bersih,area sekitar pun bersih.",POSITIF
Jauh jauh kesini perjalanan 4jam tp ga berkesan di hati. Panassss tmptnya. Tmpt berteduh jg harus ke musola. Pokoknya g bgt lah ..,NEGATIF
"ombaknya terlalu  besar, ya tergantung waktunya juga sih semakin siang ombaknya tinggi. Tapi menyenangkan apabila sama keluarga atau wisata bersama âœ¨",POSITIF
bangunan bersejarahbyanhbtakbakan lekang di makan waktu,NEGATIF
"Tempat yang menurut saya belom jelas apa bagusnya selain hasil foto2,, cukup sekali kesini",NEGATIF
"Tempat seru diskonnya jayanya setiap hari, pegawainya ramah, asik, tiketnya udh include hampir semua wahana seperti prosotam, ban, dll. Kecuali gazebo itu berbayar.
Cocok untuk wisata keluarga, dan disini tidaj boleh membawa makanan dari luar jadi harus membelinya di dalam

Parkirnya agak jauh dari waterpark tapi kita dapat fasilitas kereta (odong-odong) untuk menuju pemberhentian depan waterpark.
Untuk mahasiswa diskonnya lumayan loh tinggal nunjukin ktm dan instagram jogjabay sudah bisa langsung dapat potongan tiket masuk.

Di tempat pembelian tiket juga terdapat beberapa atm dengan jenis bank berbeda. Jadi tidak perlu hawatir jika tidak membawa cash.",POSITIF
"Pantai depok bantul sangat tidak nyaman dengan suara bising dan bau asap knalpot kendaraan ATV... tidak lg terdengar debur ombak krn kalah dengan kebisingan kendaraan ... ayo dibenahi, jangan asal ada lahan penghasilan...",NEGATIF
Bagus tapi bau ikan tapi yang aku suka adalah kolam renang nya adi yang airnya dingin ada yang airnya hangat,POSITIF
"Mall nya bagus modern dan mewah mall nya nyaman untuk dikunjungi dan saya suka mall ini fasilitas lengkap ada tempat permainan, ada toilet di setiap lantai. Dan ada tempat tongkrongan. Tapi kalau mau masuk ke mall nya sekarang harus menunjukkan barcode. Dan sekarang makanan Korea dan mushola atas ditutup ya atau saya lihat ada lantai baru mungkin pindah tempat ya....",POSITIF
"pantai nya sebetulnya bagus, tapi kurang bersih dan kurang tertata dan yang paling bikin kecewa tempat makan seafood yang di dekat pesisir pantai, harga sangat mahal, apalagi nasi nya ?Ù÷â?Ù÷â?Ù÷â 30rb per ceting yang bikin geleng2. kalo bisa harga sewajarnya sajalah semoga pengelola daerah bisa menindak lanjuti kembali. jika begini terus mana ada wisatawan yang ingin kembali berkunjung.",NEGATIF
"Ndak bersih, panas",NEGATIF
"Membosankan,kurang menarik",NEGATIF
"Layaknya semua pantai di pulau Jawa, pantai Depok tergolong pantai selatan karena dengan parang Tritis berjarak lebih kurang 3,5 Km",POSITIF
"Pantai seribu umat nih wkwkw tapi bener bener bagus banget pantainya, rame lancar, prokes, orang orang penjual ramah, harga bersahabat, parkir tertib",POSITIF
"Buka dengan tetap utamakan prokes, dan tentunya kartu vaksin. Semakin bagus, spotå? fotonya semakin banyak dan baguså?. Tiket masuknya Rp10.000 per orang, dan utk biaya parkir sepeda motor Rp2.000. kesini sih cocoknya cuacanya mendung, habis hujan, atau sore sekalian biar gak kepanasan.
Tempatnya juga searah dengan destinasi wisata lain, ada watu langit (kalo gak salah), dan candi ijo, jadi kalo yang mau kesini bisa banget buat sekalian ke destinasi wisata lain. Eh iya, tebing breksi juga gak jauh loh sama candi Prambanan, dan candi ratu Boko. Pokoknya cocok banget buat yang pengen traveling di beberapa tempat dalam waktu singkat.
Ada warung makan juga yang menyediakan aneka menu makanan, dan tentunya mushallah nya yang nyaman banget.",POSITIF
"Tebing Breksi awalnya tambang batu breksi yang menjadi sumber pendapatan warga sekitan. Lalu pada tahun 2015 tepatnya bulan Mei diresmikan sebagai cagar budaya oleh Sri Sultan Hamengku Buwono X dan kemudian menjadi salah satu objek wisata yang banyak diminati oleh wisatawan lokal maupun luar kota. Dari sini dapat melihat pemandangan berupa Gunung Merapi, Candi Prambanan, Candi Barong, Candi Sojiwan dan tentunya Kota Yogyakarta. Tempat ini juga menjadi salah satu spot terbaik untuk menikmati sunset di Jogja. Lokasinya pun juga berdekatan dengan tempat wisata lain yaitu Candi Ijo dan Batu Papal. Untuk HTMnya terakhir saya berkunjung yaitu pada April lalu yaitu 10ribu per orang dan parkir 2ribu, mungkin karena weekend jadinya harganya segitu.",POSITIF
 wahana air nya ngga di buka semua ditanya alesannya karena ada jadwalnya ditungguin tetap aja ngga dibuka. Mungkin karena penjaganya kurang mungkin jg karena pas weekday kesana...Cuma ngga adil aja padahal kan udah bayar full...,NEGATIF
Berdebu,NEGATIF
"Pantai recomended buat yang doyan wisata sekaligus doyan makan. Ombak tidak terlalu ganas, kalau yang pingin main air. Pemandangan bagus. Yang doyan makan, ikan bisa diperoleh di pasar atau nunggu nelayan di pinggiran pantai yang habis melaut, biasanya aih lebih murah dibandingkan kalau beli di pasar, soalnya tangan pertama. Kalau sudah dapet ikannya, tinggal dititipkan ke warung di sekitaran pantai, minta tolong dimasakin, pokoknya terima beres, lengkap dengan sambalnya. Yang bikin kangen cakalang bakar, cumi bakar, kepiting bakar, udang bakar, dan kawan-kawannya yang dibakar, juga sambalnya yang mantap, ditambah dengan nasi anget, maknyusss... Minumnya es kelapa muda, tambah asoy... Apalagi ngajak orang spesial, keluarga, atau temen sekelas...",POSITIF
"Pinter2 pilih tempat makan, kalo bisa yang langsung menghadap ke laut yang mantab",POSITIF
"hartono mall  ini tempatnya luas dan besar di dalamnya lengkap untuk membeli  segala kebutuhan apa saja tersedia, di tempat ini sering ada event2 tertentu dan, sangat ramai sekali jika ada acara2 event.",POSITIF
"Bertradinglah di platform QUOTEX
minimum deposit hanya 10 dollar/ 200rb
Kembangkan skillmu,kembangkan keuanganmu
Trading untuk mencapai kesuksesan
Ingat ,lebih baik kaya secara perlahan daripada miskin secara instan",POSITIF
Kalau yang mau ke puncak tebing breksi mbok di kasih angkutan biar yang lansia tidak usah jalan sampai atas,NEGATIF
Pantai Depok cocok untuk wisata kuliner seafood. Ada berbagai tempat makan di pinggir pantai. Menu nya berbagai macam seafood. Seperti berbagai macam ikan.. cakalang.. pari.. hiu.. udang. Kepiting dll. Bagi yang tidak mau repot langsung menuju warung yang tersedia. Yang ingin cara hemat. Bisa berbelanja di pasar ikan nya saja.. bisa di tawar.. mungkin selisih 5 RB An lebih murah.. tetapi tanpa ditawar pun sudah murah.. dan yang tidak masak biasa nya resto menawarkan jasa memasak . 15 RB per menu.. jadi super praktis..  kondisi pantai biasa .. Ombak cukup besar..,POSITIF
"Slalu ingat tempat bersejarah ini, karna nama depannya sama dengan namaku, tempat ini wajib kita lestarikan dan wajib berkunjung kesini.",POSITIF
Tempat wisata yang musti dicoba..menawarkan warisan sejarah yang perlu diketahui tuk generasi muda..tiket masuknya 50rb tuk dewasa dan 25 rb tuk anak2 (dibawah 11 tahun)..tempatnya bersih..dengan prokes yang ketat..oya jgn lupa membawa payung apabila dtnya siang dan dilarang membawa makanan..kalo minuman diperbolehkan..siapkan ekstra energy tuk menempuh kawasan prambanan yang luas dengan berjalan kaki (tdk seluas borobudur)..,POSITIF
Tempatnya bagus,POSITIF
"Mahal banget sumpah. Loker 30k, gazebo bayar lagi 100k. Gak worth it juga, jalannya doang aja bikin capek. Kurang bervariasi juga isinya. Ga bakal deh kesini lagi. Kecewa.",NEGATIF
"Tempat wisata langganan.makanannya enak,harga terjangkau,pelayanan nya ramah.cocok untuk keluarga.semoga semakin maju dan laris.jogja istimewa ðŸ‘ðŸ‘ðŸ‘",POSITIF
Tutup terosss...!,NEGATIF
"Tempatnya tambah enak, yang jual makanan dan cemilan juga banyak, kalau mau basahå? di pantai tp ga bawa baju ganti.. Disana ada yang jual pakaian juga.. Pokoknya tambah oke deh..",POSITIF
Tempat wisata kerennn yang harus dikunjungi. Sambil menikmati makanan & minuman di Kopi Breksi ?ÙÔÎ?ÙÔ?Ù÷Ä?Ù÷,POSITIF
"Makan ikan sambil nikmatin sunset. Beli ikan di pasar ikan deket situ, trus tinggal minta dimasakin aja.. Jatuhnya ya murah banget dan dapet ikan masih seger2. Sayangnya pantainya sendiri agak kotor si.. Tapi view dr tempat makannya dapet banget..
Makan sambil ditemenin pemandangan ombak dan suara deburan ombak. Cakeeepp!!",POSITIF
Warga sekitar masuk bonbin = Bayar (Tailah),NEGATIF
Penjaga pintu masuk kurang ramah,NEGATIF
"Jalannya menanjak sangat extreme. Kalo berwisata kesini saya sarankan pakai bus pariwisata yang benar"" bagus dan dalam kondisi prima.  Jangan coba coba kesini pakai bus pariwisata yang sudah tua dan tidak terawat.  Karena tanjakannya sangat tinggi dan jalan nya sempit.  Perlu skil si sopir dan bus yang prima.",NEGATIF
Tiap minggu pagi pol ramenya..masakan laut enak polllll,POSITIF
"Untuk parkir ojol tidak di sediakan ,masak kalah sama kalah sama LiPo plaza dan plaza Ambarukmo hadeh dari awal bikin bangunan sampai sekarang itu gak ada parah...",NEGATIF
Waktu berkunjung ke Cilacap dengan Istri tercinta tahun 2017,POSITIF
Bagus..tempat cari makanan seafood,POSITIF
"Disini wisata harini. Disamping menikmati indahnya suasana pantai yang maih alami, juga bisa merasakan nikmatnya masakan serba ikan. Bisa minta dibakar, di bumbui, asam manis, teriyaki, lada hitam dan lainnya, gratis sing penting beli ikannya di tokonya bukan yang lain. Nunggu sebentar makanan pun datang membuat perut nagih dan harus diisi segera. Yuk kesini saja ikut merasakan nikmatnya, jangan simpan rasa penasaran mu. Ditunggu ya kehadirannya",POSITIF
"Senang klo kesini jam 9 pagi pas para nelayan mendarat, trus beli ikan tangkapannya yang msh segar-segar di perahu, seruuuu...skl, hbs tu dibawa ke juru masak duuh...bikin ga nau pulang",POSITIF
Sangat menyenakan,POSITIF
"Parkir luas, retribusi murah, warung banyak, top dah",POSITIF
Ada paket ke ratu boko sekalian selama pandemi dan hitungannya lebih murah. Sayangnya karena pandemi gak boleh foto sampe atas,POSITIF
Tempat belanja ikan laut murah di pagi hari,POSITIF
"Selain water park, di Jogja Bay juga ada Museum Air. Tempat edukatif untuk menambah wawasan tentang asal mula air, manfaat, cara menghemat air, dan ada juga peralatan untuk percobaan sains terkait dengan air. Jadwal kunjungan ke museum diatur setiap satu jam sekali. Disediakan jas putih ala jas praktikum untuk membuat kunjungan semakin berkesan.",POSITIF
Bagus pantainya tapi sayang kadang banyak sampah berserakan,POSITIF
"Sy kesini saat makan siang dan uniknya disini bnyk sekali warung. Nah klo pengen makan ikan,pengunjung disuruh membeli langsung dipasar ikan kemudian ada ibu ibu yang punya warung khusus masakin saja. Jdi kita bisa pilih ikan yang bagus dan sesuai selera kita pengen ikan apa aja. Ada cumi,kerang,segala macam ikan, udang,kepiting. Harga ikan juga murah kok. Ibu warung bisa msak apa saja.",POSITIF
Banyak spot menarik buat berfoto dan salah satu tempat wajib yang harus dikunjungi ketika berada di jogja. Jika tdk membawa payung akan banyak sekali sewa payung di depan. Tiketmasuk untuk dewasa 50 rb untuk anak anak(sampai dengam 10 tahun) 25 rb,POSITIF
"Pantainya lihat dari kejauhan. Hanya di Lagunanya saja. Tapi di sini juga keren, ada perahu naga yang bisa disewa. Kalau langit cerah ... subhanallah",POSITIF
belanjaa ikan dan tempatnya makan seafood ?Ù÷?Ù÷,POSITIF
Makan ikan laut disini mantap,POSITIF
Pantainya sebagus ituuuu.. sepi mungkin karna lagi pandemi n hari kerja..  keren pokoknya!!,POSITIF
"Mantab... Pemandangannya indah..  HTM 50rb/org.
Ada kreta odong2nya buat keliling ke 3 candi",POSITIF
Inspirasi pagi,POSITIF
Enak buat nyantai...  beli ikan segar dan bisa langsung dimasakin,POSITIF
"Pantai pasir hitam yg menawan, kita bisa melihat banyak nelayan pd waktu sore ketika mereka pulang dgn membawa hasil tangkapan, ada pasar ikan yg menyediakan berbagai macam hasil laut ada lobster, kepiting,cumi, baby shark, kerapu dan masih banyak lg. Ada banyak obyek utk bisa dipakai utk berselfi ria.",POSITIF
Mewajibkan scan barcode peduli lindungi sblm masuk tapi di basement susah sinyal...,NEGATIF
"KEUNIKAN CANDI PRAMBANAN :

Halo Sobat Jalan-jalan, apakah kalian pernah ke Candi Prambanan? Apakah kalian tau arah dan sejarahnya? Yukkk cari tau jawabannya bersama-sama.

Jadi jika kalian pergi ke Kabupaten Klaten Jawa Tengah, kalian akan menemui suatu situs warisan budaya yang dimiliki oleh Indonesia yaitu Canti Prambanan.

Candi Prambanan adalah candi Hindu terbesar di Jawa Tengah dengan ketinggian sekitar 47 m, namun seperti halnya dengan candi-candi yang lain, Candi Prambanan ditemukan kembali dalam keadaan runtuh dan hancur serta ditumbuhi semak belukar. Hal ini karena telah ditinggalkan manusia pendukungnya beratus-ratus tahun silam. Secara administratif kompleks candi ini berada di perbatasan Jawa Tengah dan Daerah Istimewa Yogyakarta.

Untuk mengetahui lebih lengkapnya lagi, jangan lupa untuk menyempatkan berkunjung ke sana, baik sendiri, bersama pasangan maupun bersama keluarga tercinta. Tidak perlu bingung-bingung berkaitan dengan informasi, karena di kawasan Candi Prambanan juga ada jasa Guide untuk memandu para wisatawan yang datang.",POSITIF
Wahana yang luas dan ngga ngecewain.. Bisa main waterbom sepuasnyaa!!,POSITIF
Garis pantainya terlalu sempit karena banyak pedagang.,NEGATIF
"Pantai pasir hitam yang masih satu jalur dengan Pantai Parangtritis ini wajib banget dikunjungi. Sunset di pantai ini sangat bagus. Terdapat banyak kapal nelayan di sepanjang pesisir pantai. Area parkirnya luas, banyak stand kuliner dan pasar ikan yang menjadi icon pembeda pantai depok dengan pantai lain di Kabupaten Bantul.",POSITIF
mantap pantainya semoga ada inofasi lain sbg daya tarik wisatawan,POSITIF
"Rame binggittt, pemandangan kota malam hari dr sini bagusss",NEGATIF
Udang goreng tepung dan cha kankungnya yang mengoda selera .. Pantainya nyaman buat melepas penat sambil makan bareng orang terspesial .,POSITIF
Masih agak kurang perbaikan fasilitas,NEGATIF
"Main ke sini di masa pandemi, tiket weekday 60 ribu sdh termasuk naik kereta keliling sepuasnya (kalau tarif pisah 25 ribu) dan kapal (tarif 10 ribu). Beli tiket via watsap di hari sebelumnya, bisa transfer bisa bayar di tempat. Saya ke sini hr rabu masuk sebelum jam 10 masih sepi, pengunjung mulai ramai berdatangan habis zuhur.

Tersedia  tempat cuci tangan/hand sanitizer di banyak titik, biasanya nggak jauh dari tempat sampah. Toilet jg tersedia di bbrapa titik. Dan ada satu toilet sentral yang di halte 4 atau dpn resto, yang menyediakan ruang laktasi dan toilet khusus difabel. Di sini jg diberlakukan larangan merokok. Tapi benerapa wahana indoor terpaksa tutup selama pandemi ini.",POSITIF
"Jika anda gemar dengan makanan laut kaya akan protein, disinilah tempatnya ?Ù÷ä",POSITIF
"recomended kalau buat main anak anak.
soalnya banyak wahana air.
ada ombak buatan juga.
ada prosotan buat orang dewasa. sayangnya td yang ungu sama yang hijau tutup. untung yang merah engga. walaupun harus antri panjang banget.",POSITIF
Tiket nya mahal baget besok harga nya di turunindong,NEGATIF
"Anak dibawah 12 tahun sudah boleh masuk, pakai app peduli lindungi yang sudah vaksin",POSITIF
"Peraturan untuk pengunjung:
Dilarang membawa bekal makan/minum dari luar.Giliran membeli jajan di sini harga selangit.Modus mencari keuntungan berdagang atau memeras pelanggan itu.",NEGATIF
